ID,region,subregion,biome,date,plot_name,tree_number,genus,species,dbh,height,live,tree_notes,use_for_allometry,plot_type,plot_shape,baf,plot_area,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,collected_by,digitized_by
Flamingo1_100_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,1,Avicennia,germinans,7.4,9.25,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,2,Avicennia,germinans,13.5,15.11,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,3,Avicennia,germinans,10.7,13.69,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,4,Avicennia,germinans,11.4,15.7,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,5,Avicennia,germinans,11,11.19,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,6,Avicennia,germinans,12.7,15.4,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,7,Laguncularia,racemosa,13.2,17.44,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,8,Rhizophora,mangle,13.7,10.79,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,9,Avicennia,germinans,17.3,14.67,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,10,Avicennia,germinans,20.7,14.5,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,11,Avicennia,germinans,14.1,20.06,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,12,Laguncularia,racemosa,15.1,16.01,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,13,Avicennia,germinans,13.2,16.74,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,14,Laguncularia,racemosa,8.6,11.35,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,15,Laguncularia,racemosa,10.7,18.1,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,16,Laguncularia,racemosa,28.1,17.88,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_17,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,17,Rhizophora,mangle,15.8,16,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_100_tree_18,north_america,Florida,mangrove,11/2/2004,Flamingo1_100,18,Laguncularia,racemosa,29.4,19.29,1,,1,v,NA,5,-9999,25.444025,-81.146302,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,1,Laguncularia,racemosa,5.9,10.05,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,2,Rhizophora,mangle,6.7,7.99,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,3,Laguncularia,racemosa,13.5,10.72,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,4,Laguncularia,racemosa,6.8,9.4,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,5,Laguncularia,racemosa,29.2,16.18,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,6,Rhizophora,mangle,27.2,12.56,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,7,Rhizophora,mangle,31.9,20.26,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,8,Laguncularia,racemosa,23.8,18.06,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_250_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo1_250,9,Avicennia,germinans,51.3,19.48,1,,1,v,NA,5,-9999,25.443212,-81.144812,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,1,Laguncularia,racemosa,16.1,15.43,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,2,Laguncularia,racemosa,34.2,14.19,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,3,Laguncularia,racemosa,9.9,21.63,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,4,Laguncularia,racemosa,18.3,16.27,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,5,Rhizophora,mangle,12.8,15.18,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,6,Laguncularia,racemosa,17.6,15.13,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,7,Laguncularia,racemosa,11.4,17.24,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,8,Laguncularia,racemosa,8.3,10.12,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,9,Laguncularia,racemosa,14.2,11.82,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,10,Laguncularia,racemosa,12.8,12.08,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,11,Laguncularia,racemosa,9,12.29,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,12,Laguncularia,racemosa,9.4,20.68,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,13,Laguncularia,racemosa,10.9,13.59,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,14,Rhizophora,mangle,13.7,17.78,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,15,Avicennia,germinans,24,17.79,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,16,Avicennia,germinans,24.7,10.7,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_17,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,17,Laguncularia,racemosa,17.6,12.36,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_18,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,18,Avicennia,germinans,38.6,19.08,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_19,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,19,Avicennia,germinans,36,15.39,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_400_tree_20,north_america,Florida,mangrove,11/2/2004,Flamingo1_400,20,Avicennia,germinans,29.7,13.31,1,,1,v,NA,5,-9999,25.44267,-81.14362,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,1,Avicennia,germinans,26.9,14.41,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,2,Rhizophora,mangle,9.1,12.45,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,3,Rhizophora,mangle,7,10.07,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,4,Rhizophora,mangle,9.6,8.81,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,5,Avicennia,germinans,11.9,15.26,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,6,Avicennia,germinans,17.9,16.11,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,7,Avicennia,germinans,32.3,17.62,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,8,Rhizophora,mangle,5.2,5.09,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,9,Rhizophora,mangle,8.9,8.79,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,10,Rhizophora,mangle,9,10.99,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,11,Rhizophora,mangle,8.7,7.68,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,12,Rhizophora,mangle,11.1,12.99,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,13,Rhizophora,mangle,10.4,13.56,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_500_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo1_500,14,Rhizophora,mangle,6.4,8.39,1,,1,v,NA,5,-9999,25.442128,-81.142726,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,1,Laguncularia,racemosa,6,14.5,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,2,Laguncularia,racemosa,5,7.6,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,3,Laguncularia,racemosa,7.2,13.78,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,4,Laguncularia,racemosa,10,13.33,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,5,Laguncularia,racemosa,6.1,11.54,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,6,Laguncularia,racemosa,6.2,8.51,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,7,Laguncularia,racemosa,9.3,18.19,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,8,Laguncularia,racemosa,6.5,13.97,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,9,Laguncularia,racemosa,9.4,17.07,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,10,Laguncularia,racemosa,11.3,15.15,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,11,Laguncularia,racemosa,5.2,11.59,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,12,Laguncularia,racemosa,11.1,12.26,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,13,Laguncularia,racemosa,7.7,10.28,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,14,Laguncularia,racemosa,11.9,13.45,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,15,Avicennia,germinans,38.3,16.46,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,16,Avicennia,germinans,24.4,15.46,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_17,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,17,Avicennia,germinans,39.1,18.87,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_18,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,18,Laguncularia,racemosa,12.7,17.55,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_19,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,19,Laguncularia,racemosa,13.7,16.32,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_600_tree_20,north_america,Florida,mangrove,11/2/2004,Flamingo1_600,20,Laguncularia,racemosa,10,13.91,1,,1,v,NA,5,-9999,25.441857,-81.141832,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo1_700_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo1_700,1,Laguncularia,racemosa,10.8,11.24,1,,1,v,NA,5,-9999,25.441315,-81.140938,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
